,highway,geometry,name,operator,barrier,wheelchair,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,leisure,wikidata,heritage,heritage:operator,heritage:website,historic,nrhp:criteria,nrhp:inscription_date,ref:nrhp,source_ref,addr:city,addr:postcode,addr:state,man_made,gnis:edited,fixme,operator:type,operator:wikidata,operator:wikipedia,name:es,addr:housenumber,addr:street,tourism,level,access,bicycle,sport,surface,lit,material,note,layer,natural,source,description,opening_hours,website,nodes,name:sr,name:sr-Latn,operator:short,wikipedia,old_name,addr:full,check_date:opening_hours,lpc:inscription_date,name:ja,name:ko,name:ru,name:tr,ref:lpc,name:en,name:zh,phone,start_date,WLAN,internet_access,name:fa,dog,smoking,pets,playground,alt_name,ref,name:el,name:he,name:lt,place,name:etymology:wikidata,name:etymology,name:etymology:wikipedia,old_name:2007-2020,maintenance,source:pkey,acres,check_date,official_name,comment,architect,loc_name,name:fr,area,fence_type,addr:country,lastcheck,building:material,height,outdoor_seating,roof:material,roof:shape,image,landuse,email,name:pt,name:uk,name:hi,name:kn,nrhp:nhl,nrhp:nhl:inscription_date,owner,short_name,architect:wikidata,architect:wikipedia,seamark:platform:category,seamark:type,construction,opening_date,proposed,noname,ways,type,description:ru,name:de,bridge,building:colour,building:part,min_height,old_railway_operator,protect_class,name:be,protected,protection_title,borough,fee,dog:conditional,garden:type,alt_wikidata,gnis:County_num,playground:theme,designation,recycling:compost,nyc:parkid,url,elevation,source:name,pets_allowed,contact:email,contact:website,nycdoitt:bin,survey:date,grass,opening_hours:covid19,name_1,name_2,alt_name_1,internet_access:fee,internet_access:ssid,leisure_2,bench,footway,fence,private,building,covered,alcohol,full_name,was:name,leaf_cycle,leaf_type
1057,,"POLYGON ((4671350.251297426 5851742.448292367, 4671365.728120738 5851741.764742025, 4671368.786584336 5851772.336993544, 4671350.251297426 5851742.448292367))",Norelli-Hargreaves Memorial Triangle,,,,,,,,,park,Q49531986,,,,,,,,,Jamaica,11435,,,,,,,,,101 Street Avenue,Waltham Street,,,,,,,,,,,,,,,https://www.nycgovparks.org/,"[2674971978, 2674971980, 2674971982, 2674971978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,"POLYGON ((4670672.622557329 5853785.244641754, 4670682.019927038 5853804.228638375, 4670718.618701011 5853871.440226934, 4670726.148544189 5853885.5757248625, 4670719.189906038 5853890.340073193, 4670687.3994520325 5853906.487297235, 4670636.577083981 5854037.853343313, 4670631.823188994 5854044.507955138, 4670568.883483452 5854087.2174164215, 4670567.178653303 5854088.375308352, 4670550.004071314 5854057.448374191, 4670544.871279344 5854053.273021277, 4670537.013419632 5854049.313056656, 4670531.326834413 5854046.997065607, 4670525.462050859 5854045.685478222, 4670515.85650331 5854045.537731446, 4670482.489252035 5854054.266541134, 4670429.493606691 5854066.532942805, 4670424.075970313 5854063.366331597, 4670371.603364498 5853935.182203937, 4670672.622557329 5853785.244641754))",Captain Tilly Park,New York City Department of Parks and Recreation,,yes,32,081,01/23/1980,967529,36,park,Q34814142,,,,,,,,,,,,,11/02/2007,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/captain-tilly-park,"[357592933, 2675243281, 2675243167, 2675243126, 2675243106, 2675243108, 2675243130, 2675243133, 2675243278, 2675243137, 2675243141, 2675243144, 2675243148, 2675243152, 2675243155, 2675243158, 11630818719, 2675243161, 11630831570, 2675243164, 357592933]",,,NYC Parks,en:Captain Tilly Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,"POLYGON ((4671369.526610699 5854519.234375848, 4671373.470462283 5854513.258146545, 4671373.41499555 5854510.511871305, 4671374.594280531 5854505.554291419, 4671382.404232575 5854502.795267809, 4671397.841396306 5854499.962132632, 4671403.3821913 5854499.447365876, 4671411.435497683 5854498.998644013, 4671429.3929375205 5854499.639040207, 4671440.103104714 5854501.355645082, 4671444.171343898 5854503.178247093, 4671456.152200243 5854507.677138395, 4671470.748161163 5854514.037639453, 4671484.635281686 5854522.82075023, 4671495.781576844 5854532.249358, 4671501.962084155 5854538.699318431, 4671507.862839704 5854544.886387978, 4671510.034269967 5854546.616071449, 4671509.95634765 5854548.479002096, 4671509.8781187795 5854550.205633693, 4671508.920339397 5854551.470193479, 4671493.995833518 5854559.674976616, 4671483.920027601 5854562.588739635, 4671480.282033086 5854562.231498879, 4671474.205043397 5854561.642757266, 4671432.946122763 5854553.456657186, 4671431.024044541 5854553.07240875, 4671430.021941423 5854552.874695446, 4671428.600896068 5854552.580785807, 4671418.987753794 5854549.432879191, 4671406.26839628 5854545.071925402, 4671399.914835989 5854541.960645864, 4671389.185978098 5854535.552612455, 4671378.511461374 5854527.757091691, 4671371.278701149 5854520.697428223, 4671369.526610699 5854519.234375848))",Major Mark Park,New York City Department of Parks and Recreation,,yes,25,,,2414681,,park,Q49520972,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/Q025/,"[2675393037, 2675393038, 2675393039, 2675393040, 2675393041, 2675393042, 2675393043, 2675393044, 2675393045, 2675393046, 2675393090, 2675393047, 2675393048, 2675393049, 2675393050, 2675393051, 2675393052, 2675393053, 2675393079, 2675393054, 2675393055, 2675393056, 2675393057, 2675394046, 2675393058, 2675393059, 2822024256, 2675393091, 2675393060, 2675393061, 2675393062, 2675393063, 2675393064, 2675393065, 2675393066, 2675393037]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,"POLYGON ((4672174.415648131 5854699.75687729, 4672250.650371168 5854648.3163967505, 4672269.043133482 5854678.341582329, 4672192.236945942 5854727.716085251, 4672174.415648131 5854699.75687729))",Harvard Playground,,,yes,17,081,03/20/2008,2400234,36,park,,,,,,,,,,,11432,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/harvard-playground/,"[2675402028, 2675402029, 2675402030, 2675402031, 2675402028]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,"POLYGON ((4673130.771889318 5854720.889658463, 4673022.5161518175 5854815.598346469, 4673048.576564515 5854844.820120606, 4673011.394070797 5854880.5484403465, 4672969.551773371 5854875.24921248, 4672964.955406868 5854852.865285632, 4672963.14468657 5854823.609285487, 4672971.201289552 5854773.452232675, 4672986.771548428 5854734.976542169, 4672995.156160429 5854719.637961726, 4673025.832124789 5854671.562301774, 4673121.391044304 5854711.893654495, 4673130.771889318 5854720.889658463))",Peters Field,New York City Department of Parks and Recreation,,yes,14,081,03/20/2008,2400232,36,park,Q49541750,,,,,,,,,Jamaica,11423,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/peters-field-q351/map,"[2675416668, 2675416671, 2675416673, 2675416675, 5355029951, 5355029939, 2675416676, 2675416678, 2675416680, 2675416681, 2675416683, 2675416685, 2675416668]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,"POLYGON ((4670358.699608873 5851682.2792825075, 4670400.181365963 5851748.834437567, 4670494.32777622 5851687.292678219, 4670453.646068695 5851622.379593231, 4670358.699608873 5851682.2792825075))",Howard Von Dohlen Playground,,,yes,14,081,03/24/2008,2414672,36,park,Q34836056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/howard-von-dohlen-playground,"[2675460249, 2675460250, 2675460252, 2675460254, 2675460249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,"POLYGON ((4665669.71324698 5852028.5918448055, 4665671.484849835 5852049.721942877, 4665877.945307175 5852075.658010682, 4665880.161643976 5852075.940527918, 4665932.531760223 5852082.201543939, 4665932.097929819 5852077.167717852, 4665771.630379031 5852014.889015116, 4665749.120761152 5852008.795558869, 4665726.276283795 5852008.530687308, 4665711.62052745 5852010.854818722, 4665669.71324698 5852028.5918448055))",MacDonald Park,New York City Department of Parks and Recreation,,,,,,,,park,Q49520435,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,,"[2689493094, 2689493083, 8156130996, 8156130994, 2689493134, 2689493125, 2689493098, 8539677604, 2689493088, 2689493137, 2689493094]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,"POLYGON ((4657622.408700123 5851616.185950131, 4657621.623055943 5851630.166497167, 4657639.964419307 5851620.240700984, 4657640.544724822 5851617.506098764, 4657622.408700123 5851616.185950131))",Fagan Square,New York City Department of Parks and Recreation,,,,,,,,park,Q34829332,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/corporal-frank-f-fagan-sq,"[2690979685, 2690979695, 2690979696, 2690979686, 2690979685]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,,"POLYGON ((4670128.5599789005 5854662.891354493, 4670059.70026068 5854696.793100248, 4670069.52723866 5854718.739639461, 4670092.680661013 5854742.3092660615, 4670119.5077349385 5854749.819364546, 4670145.049763465 5854748.14292482, 4670170.773135714 5854735.958533636, 4670137.818607952 5854666.04220999, 4670128.5599789005 5854662.891354493))",Redstorm Field,,,,36,081,12/08/2005,2080578,36,park,Q34856076,,,,,,,,,,,,,,,,,,,,,,,,,baseball,,,,,,,,,,,"[2700939938, 2700939941, 2700939943, 2700939944, 2700939942, 2700939940, 2700939939, 2700939937, 2700939938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,"POLYGON ((4666702.3472057115 5857345.247243518, 4666741.3670380525 5857494.3741073385, 4666882.703110612 5857583.785887838, 4666979.55449738 5857641.6804176625, 4667129.891344217 5857736.236506423, 4667147.938008061 5857721.56383328, 4667177.268768111 5857686.551095487, 4667206.935571061 5857651.36769452, 4667231.91481624 5857623.43009182, 4667256.6406448595 5857595.98053036, 4667280.083337233 5857558.070981455, 4667300.884730857 5857511.818220854, 4667319.131713205 5857464.225475095, 4667340.895874382 5857406.8337966, 4667360.209118176 5857346.58234685, 4667376.790464501 5857299.513239475, 4667425.84192043 5857165.95983194, 4667447.857604297 5857099.9853512375, 4667472.85711007 5857041.252846759, 4667522.830732451 5856965.306027121, 4667611.363077297 5856837.750370199, 4667615.486378653 5856831.726004131, 4667494.517059408 5856725.379722313, 4667409.03881077 5856649.9813937675, 4667386.730006117 5856630.314669331, 4667369.618984049 5856616.607781339, 4667332.1370274685 5856591.961950555, 4667240.987526376 5856547.925280405, 4667181.30951865 5856522.333750811, 4667169.425226097 5856516.632144224, 4666829.2090888955 5856353.222884054, 4666766.125306326 5856322.932218057, 4666706.393752523 5856466.721059188, 4666672.983219014 5856538.846701433, 4666608.957597039 5856636.017457683, 4666598.838160761 5856645.949279004, 4666586.229963089 5856654.489493897, 4666526.146206552 5856667.572517722, 4666529.164674884 5856682.913799105, 4666666.725583605 5857211.874333424, 4666702.3472057115 5857345.247243518))",Kissena Park,,,,6,081,01/23/1980,954727,36,park,Q6417172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/kissena-park,"[4763538678, 2703603401, 2703603402, 4763538679, 4763538680, 4763538681, 8069129007, 4763538682, 8069129006, 2703603404, 8069129003, 8069129004, 2703603405, 8069129005, 4763538685, 5438383543, 4763538683, 8576695323, 4763538684, 2703603407, 2703603408, 8576695320, 10112420794, 4763538670, 10112420799, 5438383528, 5438383527, 5438383568, 4763538686, 5438383569, 8068999137, 4763538671, 4763538672, 4763538673, 4763538674, 5369241547, 4763538675, 5369241551, 4763538676, 4763538677, 4763538678]",,,,en:Kissena Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,"POLYGON ((4667265.430579922 5851650.052402319, 4667305.887096301 5851653.829273292, 4667346.000160411 5851663.327549433, 4667348.7919759 5851644.963716956, 4667334.468036826 5851606.675225876, 4667339.657519899 5851586.080443618, 4667316.479572254 5851580.517720582, 4667301.353175553 5851577.695428796, 4667295.343151044 5851598.315343736, 4667274.355205964 5851616.344096433, 4667265.430579922 5851650.052402319))",Olivia Park,,,,,,,,,park,Q116761843,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,Great sledding in the WInter & firefly catching in warmer months! :),,,,,,,"[2768914101, 10650351480, 2768914105, 10650351482, 10650351481, 2768914107, 2768914109, 2768914111, 10650352522, 2768914116, 2768914101]",,,,,,,,,,,,,,,,,,,,,,,,,Deepdene Park,,,,,,Q15499969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,"POLYGON ((4664969.75085004 5852191.4636273375, 4664980.24157523 5852209.228783575, 4665002.0727165565 5852192.947637014, 4664969.75085004 5852191.4636273375))",Federoff Triangle,NYC Parks & Recreation,,,,,,,,park,Q49488700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2808372410, 2808372411, 2808370295, 2808372410]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,"POLYGON ((4669072.394814767 5860469.069581069, 4669071.323406669 5860471.948920295, 4669070.374674806 5860474.495963588, 4669070.039370162 5860475.415589804, 4669078.801542419 5860488.459177817, 4669101.849696059 5860523.075147177, 4669103.6086119795 5860525.6343734125, 4669129.624689078 5860565.496618399, 4669136.504715624 5860576.040982544, 4669157.969165145 5860562.054474774, 4669163.978914872 5860558.1570731485, 4669165.963016773 5860556.854756275, 4669172.686012009 5860552.44349395, 4669191.354574988 5860540.130258985, 4669182.822524581 5860527.3118720725, 4669164.985248366 5860500.170007565, 4669148.3726425 5860474.927149989, 4669127.287180107 5860442.072249922, 4669118.26673899 5860439.551605818, 4669109.688166281 5860483.933529203, 4669102.104771173 5860482.332724931, 4669095.7110142205 5860480.647486446, 4669087.297433155 5860477.804470027, 4669079.793324042 5860473.881866977, 4669072.394814767 5860469.069581069))",Marie Curie Park,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2817036222, 8996392161, 8996392122, 8996385070, 6944079277, 6944079280, 6944079281, 8996392159, 2817036225, 6944103887, 8996392142, 8996392220, 8996392120, 2817036226, 6944079276, 6944079273, 6944079274, 2817036223, 2817036224, 8996385065, 8996385066, 8996385067, 8996385068, 8996385069, 2817036222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,"POLYGON ((4662469.156657457 5855073.018114887, 4662402.3824742455 5855113.798327428, 4662387.318226891 5855122.991913329, 4662279.719967753 5855190.120513179, 4662268.232884906 5855196.838702171, 4662212.296088336 5855229.575517405, 4662205.443192115 5855233.5817863755, 4662203.62062067 5855238.997460441, 4662221.190037111 5855256.497154735, 4662241.566186827 5855271.77146117, 4662243.997417406 5855273.304439785, 4662267.829848798 5855290.139775825, 4662293.742302714 5855274.526564974, 4662310.402025383 5855264.0090968385, 4662324.286486046 5855255.231385674, 4662434.981716762 5855186.572499617, 4662443.856762487 5855181.207878403, 4662510.510107093 5855140.964918188, 4662469.156657457 5855073.018114887))",Hinton Park,New York City Department of Parks and Recreation,,,3,081,08/10/2007,2330935,36,park,Q49501827,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,https://www.nycgovparks.org/parks/hinton-park,"[2819590767, 10797213197, 2819590730, 2819590731, 10797213199, 10797213202, 2819590768, 2819590769, 11642941461, 2819590770, 10797213201, 2819590771, 10797213200, 10797213198, 2819590733, 2819590734, 10797213196, 2819590772, 2819590767]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,"POLYGON ((4662422.336282091 5855074.416717463, 4662374.054271164 5855000.926495126, 4662406.1181410365 5854979.603481342, 4662454.19797031 5855053.993948604, 4662422.336282091 5855074.416717463))",Louis Armstrong Playground,New York City Department of Parks and Recreation,,,,,,,,park,Q49519551,,,,,,,,,,,,,,,public,Q1894232,,,,,,,,,,,,,,,,,,,,"[3854974074, 2819590774, 3854974070, 3854974073, 3854974074]",,,NYC Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,"POLYGON ((4669987.915302948 5854193.986819959, 4670009.357515313 5854218.161579611, 4670088.3723752415 5854323.114542706, 4670101.773578687 5854314.471614642, 4670145.454316925 5854287.00934534, 4670149.454770766 5854284.66493281, 4670152.012642536 5854283.251778776, 4670193.051354001 5854266.593082328, 4670200.859898541 5854256.92933495, 4670075.824481675 5854115.144266497, 4670035.016700043 5854152.331644757, 4670013.227184685 5854171.610548448, 4669987.915302948 5854193.986819959))",Joseph Austin Playground,,,,,,,,,park,Q34839093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2845318735, 2845318736, 2845320664, 2845320663, 2845320660, 2845320658, 2845320656, 2845320650, 2845320649, 2845320648, 2845318725, 2845318728, 2845318735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,"POLYGON ((4670220.080678912 5864365.838525628, 4670231.469919929 5864393.030559645, 4670239.727849185 5864405.092259442, 4670250.356341375 5864415.686014011, 4670270.807799858 5864432.686448158, 4670213.965918234 5864429.157193407, 4670211.147203241 5864392.40410327, 4670213.636483239 5864378.581050525, 4670220.080678912 5864365.838525628))",Glenwood Landing,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9650552804, 9650552805, 9650552806, 9650552807, 9650552808, 9650552809, 9650552810, 9650552811, 9650552804]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,"POLYGON ((4656011.533318181 5849897.579172654, 4656011.864682317 5849888.315655465, 4656009.831814606 5849888.241054487, 4655991.741000658 5849887.588575069, 4655973.628318588 5849887.597928597, 4655973.047875356 5849896.0630787155, 4656011.533318181 5849897.579172654))",Windmill Community Garden,,,,,,,,,park,,,,,,,,,,,11101,,,,,,,,,39-22,29th Street,,,,,,,,,,,,,,,,"[2852974387, 2852974377, 2852974379, 2852974398, 2852974407, 2852974417, 2852974387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
